seed,fold,condition,stage,batch,success,return,total_length,initial_length,feedback_length,response_length
0,0,duplex_direct,1,2827,0.1875,0.1390625,2.421875,0.953125,0.671875,0.796875
0,0,duplex_direct,1,2828,0.1875,0.12531250000000002,3.109375,1.09375,0.828125,1.1875
0,0,duplex_direct,1,2829,0.203125,0.13593750000000007,3.359375,1.390625,0.828125,1.140625
0,0,duplex_direct,1,2830,0.21875,0.1634375000000001,2.765625,1.0,0.78125,0.984375
0,0,duplex_direct,1,2831,0.25,0.19218750000000015,2.890625,1.0,0.859375,1.03125
0,0,duplex_direct,1,2832,0.21875,0.16531250000000014,2.671875,1.265625,0.671875,0.734375
0,0,duplex_direct,1,2833,0.171875,0.11625000000000009,2.78125,1.078125,0.9375,0.765625
0,0,duplex_direct,1,2834,0.203125,0.1428125,3.015625,1.171875,0.921875,0.921875
0,0,duplex_direct,1,2835,0.21875,0.16000000000000006,2.9375,1.21875,1.015625,0.703125
0,0,duplex_direct,1,2836,0.15625,0.10437500000000002,2.59375,0.953125,0.9375,0.703125
0,0,duplex_direct,1,2837,0.15625,0.09656250000000008,2.984375,1.171875,0.75,1.0625
0,0,duplex_direct,1,2838,0.203125,0.15062500000000006,2.625,1.03125,0.734375,0.859375
0,0,duplex_direct,1,2839,0.09375,0.05031249999999999,2.171875,0.703125,0.828125,0.640625
0,0,duplex_direct,1,2840,0.1875,0.13875000000000007,2.4375,0.78125,0.734375,0.921875
0,0,duplex_direct,1,2841,0.1875,0.13156249999999997,2.796875,0.8125,0.828125,1.15625
0,0,duplex_direct,1,2842,0.21875,0.16562500000000013,2.65625,0.90625,0.8125,0.9375
0,0,duplex_direct,1,2843,0.140625,0.07687500000000005,3.1875,1.140625,0.796875,1.25
0,0,duplex_direct,1,2844,0.203125,0.14218750000000002,3.046875,1.0,0.75,1.296875
0,0,duplex_direct,1,2845,0.140625,0.09343750000000002,2.359375,0.765625,0.765625,0.828125
0,0,duplex_direct,1,2846,0.15625,0.10093750000000001,2.765625,1.046875,0.796875,0.921875
0,0,duplex_direct,1,2847,0.125,0.061249999999999964,3.1875,1.40625,0.609375,1.171875
0,0,duplex_direct,1,2848,0.078125,0.01937499999999996,2.9375,0.8125,1.0625,1.0625
0,0,duplex_direct,1,2849,0.203125,0.1459375000000001,2.859375,1.09375,0.71875,1.046875
0,0,duplex_direct,1,2850,0.09375,0.03562499999999996,2.90625,1.015625,0.796875,1.09375
0,0,duplex_direct,1,2851,0.140625,0.06812499999999998,3.625,1.25,1.078125,1.296875
0,0,duplex_direct,1,2852,0.140625,0.07500000000000004,3.28125,1.25,0.953125,1.078125
0,0,duplex_direct,1,2853,0.1875,0.11875000000000001,3.4375,1.375,0.890625,1.171875
0,0,duplex_direct,1,2854,0.265625,0.20062500000000008,3.25,1.265625,0.71875,1.265625
0,0,duplex_direct,1,2855,0.109375,0.04687499999999997,3.125,0.953125,0.921875,1.25
0,0,duplex_direct,1,2856,0.171875,0.11718750000000001,2.734375,0.828125,0.90625,1.0
0,0,duplex_direct,1,2857,0.15625,0.10187500000000003,2.71875,1.03125,0.75,0.9375
0,0,duplex_direct,1,2858,0.15625,0.09843750000000005,2.890625,1.0625,0.796875,1.03125
0,0,duplex_direct,1,2859,0.171875,0.10250000000000001,3.46875,1.109375,0.890625,1.46875
0,0,duplex_direct,1,2860,0.125,0.05999999999999998,3.25,1.21875,0.859375,1.171875
0,0,duplex_direct,1,2861,0.171875,0.10187500000000001,3.5,1.3125,0.625,1.5625
0,0,duplex_direct,1,2862,0.15625,0.09093749999999998,3.265625,1.0,0.703125,1.5625
0,0,duplex_direct,1,2863,0.078125,0.00874999999999998,3.46875,1.40625,0.84375,1.21875
0,0,duplex_direct,1,2864,0.21875,0.15843749999999995,3.015625,0.90625,0.921875,1.1875
0,0,duplex_direct,1,2865,0.25,0.18531250000000002,3.234375,1.21875,0.578125,1.4375
0,0,duplex_direct,1,2866,0.25,0.18875000000000006,3.0625,1.03125,0.84375,1.1875
0,0,duplex_direct,1,2867,0.140625,0.08249999999999996,2.90625,1.078125,0.75,1.078125
0,0,duplex_direct,1,2868,0.109375,0.04874999999999998,3.03125,1.046875,0.953125,1.03125
0,0,duplex_direct,1,2869,0.09375,0.03249999999999996,3.0625,0.953125,0.75,1.359375
0,0,duplex_direct,1,2870,0.09375,0.03406249999999998,2.984375,0.953125,0.71875,1.3125
0,0,duplex_direct,1,2871,0.1875,0.12281250000000005,3.234375,1.125,0.84375,1.265625
0,0,duplex_direct,1,2872,0.265625,0.20281250000000006,3.140625,1.203125,0.859375,1.078125
0,0,duplex_direct,1,2873,0.25,0.18843750000000004,3.078125,1.03125,0.828125,1.21875
0,0,duplex_direct,1,2874,0.140625,0.08374999999999998,2.84375,0.921875,0.90625,1.015625
0,0,duplex_direct,1,2875,0.21875,0.1518750000000001,3.34375,1.328125,0.75,1.265625
0,0,duplex_direct,1,2876,0.1875,0.12500000000000008,3.125,1.09375,0.890625,1.140625
0,0,duplex_direct,1,2877,0.171875,0.11125000000000003,3.03125,1.09375,0.828125,1.109375
0,0,duplex_direct,1,2878,0.140625,0.0821875,2.921875,0.875,0.765625,1.28125
0,0,duplex_direct,1,2879,0.203125,0.14843750000000008,2.734375,1.140625,0.78125,0.8125
0,0,duplex_direct,1,2880,0.171875,0.10687500000000007,3.25,1.25,0.734375,1.265625
0,0,duplex_direct,1,2881,0.21875,0.16250000000000012,2.8125,1.015625,0.6875,1.109375
0,0,duplex_direct,1,2882,0.109375,0.050312499999999975,2.953125,1.046875,0.765625,1.140625
0,0,duplex_direct,1,2883,0.171875,0.11468750000000005,2.859375,1.140625,0.734375,0.984375
0,0,duplex_direct,1,2884,0.234375,0.17093750000000005,3.171875,1.234375,0.859375,1.078125
0,0,duplex_direct,1,2885,0.09375,0.018437499999999996,3.765625,1.515625,0.890625,1.359375
0,0,duplex_direct,1,2886,0.140625,0.08375000000000002,2.84375,1.0,0.734375,1.109375
0,0,duplex_direct,1,2887,0.203125,0.1521875000000001,2.546875,0.765625,0.796875,0.984375
0,0,duplex_direct,1,2888,0.109375,0.04562499999999997,3.1875,1.171875,0.703125,1.3125
0,0,duplex_direct,1,2889,0.15625,0.09187500000000003,3.21875,1.140625,0.78125,1.296875
0,0,duplex_direct,1,2890,0.140625,0.07843750000000003,3.109375,1.21875,0.984375,0.90625
0,0,duplex_direct,1,2891,0.140625,0.0740625,3.328125,1.375,0.8125,1.140625
0,0,duplex_direct,1,2892,0.21875,0.14968750000000003,3.453125,1.390625,0.828125,1.234375
0,0,duplex_direct,1,2893,0.1875,0.12062500000000004,3.34375,1.28125,0.90625,1.15625
0,0,duplex_direct,1,2894,0.109375,0.04249999999999996,3.34375,1.171875,0.96875,1.203125
0,0,duplex_direct,1,2895,0.171875,0.10749999999999998,3.21875,1.359375,0.90625,0.953125
0,0,duplex_direct,1,2896,0.171875,0.09968750000000003,3.609375,1.171875,1.125,1.3125
0,0,duplex_direct,1,2897,0.03125,-0.030937500000000034,3.109375,1.125,0.734375,1.25
0,0,duplex_direct,1,2898,0.171875,0.09843749999999997,3.671875,1.375,0.96875,1.328125
0,0,duplex_direct,1,2899,0.125,0.05718749999999998,3.390625,1.171875,0.859375,1.359375
0,0,duplex_direct,1,2900,0.140625,0.07749999999999997,3.15625,1.1875,0.78125,1.1875
0,0,duplex_direct,1,2901,0.203125,0.14656250000000012,2.828125,1.15625,0.65625,1.015625
0,0,duplex_direct,1,2902,0.1875,0.12468750000000005,3.140625,1.265625,0.71875,1.15625
0,0,duplex_direct,1,2903,0.15625,0.08906250000000003,3.359375,1.0,0.890625,1.46875
0,0,duplex_direct,1,2904,0.1875,0.12343750000000009,3.203125,1.21875,1.03125,0.953125
0,0,duplex_direct,1,2905,0.171875,0.12218750000000003,2.484375,0.796875,0.890625,0.796875
0,0,duplex_direct,1,2906,0.234375,0.16312500000000002,3.5625,1.3125,0.78125,1.46875
0,0,duplex_direct,1,2907,0.15625,0.11062500000000001,2.28125,0.8125,0.765625,0.703125
0,0,duplex_direct,1,2908,0.125,0.06812500000000005,2.84375,1.140625,0.71875,0.984375
0,0,duplex_direct,1,2909,0.140625,0.07406250000000004,3.328125,1.1875,0.875,1.265625
0,0,duplex_direct,1,2910,0.203125,0.1409375,3.109375,1.03125,0.78125,1.296875
0,0,duplex_direct,1,2911,0.109375,0.044062499999999956,3.265625,1.046875,1.0,1.21875
0,0,duplex_direct,1,2912,0.109375,0.04499999999999996,3.21875,1.1875,0.859375,1.171875
0,0,duplex_direct,1,2913,0.1875,0.12187500000000002,3.28125,1.328125,0.796875,1.15625
0,0,duplex_direct,1,2914,0.140625,0.074375,3.3125,1.328125,0.796875,1.1875
0,0,duplex_direct,1,2915,0.078125,-0.00031250000000001556,3.921875,1.625,0.96875,1.328125
0,0,duplex_direct,1,2916,0.171875,0.10437499999999997,3.375,1.4375,0.765625,1.171875
0,0,duplex_direct,1,2917,0.203125,0.13437500000000008,3.4375,1.203125,1.0,1.234375
0,0,duplex_direct,1,2918,0.109375,0.03999999999999997,3.46875,1.34375,1.015625,1.109375
0,0,duplex_direct,1,2919,0.1875,0.1309375,2.828125,0.984375,0.796875,1.046875
0,0,duplex_direct,1,2920,0.15625,0.08750000000000001,3.4375,1.359375,0.796875,1.28125
0,0,duplex_direct,1,2921,0.15625,0.08249999999999996,3.6875,1.359375,1.03125,1.296875
0,0,duplex_direct,1,2922,0.171875,0.11031250000000001,3.078125,0.984375,1.0625,1.03125
0,0,duplex_direct,1,2923,0.234375,0.16093750000000007,3.671875,1.578125,0.890625,1.203125
0,0,duplex_direct,1,2924,0.1875,0.12125000000000004,3.3125,1.203125,0.859375,1.25
0,0,duplex_direct,1,2925,0.171875,0.11250000000000004,2.96875,0.9375,0.953125,1.078125
0,0,duplex_direct,1,2926,0.171875,0.11187500000000002,3.0,1.234375,0.828125,0.9375
0,0,duplex_direct,1,2927,0.15625,0.09406250000000001,3.109375,1.15625,0.875,1.078125
0,0,duplex_direct,1,2928,0.109375,0.03781249999999996,3.578125,1.375,0.9375,1.265625
0,0,duplex_direct,1,2929,0.203125,0.13625,3.34375,1.140625,0.953125,1.25
0,0,duplex_direct,1,2930,0.234375,0.16562500000000005,3.4375,1.203125,1.0,1.234375
0,0,duplex_direct,1,2931,0.140625,0.06999999999999997,3.53125,1.40625,0.8125,1.3125
0,0,duplex_direct,1,2932,0.171875,0.11156250000000005,3.015625,1.140625,0.859375,1.015625
0,0,duplex_direct,1,2933,0.171875,0.10968750000000005,3.109375,1.21875,0.96875,0.921875
0,0,duplex_direct,1,2934,0.234375,0.18218750000000006,2.609375,0.890625,0.734375,0.984375
0,0,duplex_direct,1,2935,0.15625,0.0903125,3.296875,1.125,0.953125,1.21875
0,0,duplex_direct,1,2936,0.125,0.06312499999999997,3.09375,1.03125,1.046875,1.015625
0,0,duplex_direct,1,2937,0.203125,0.1490625000000001,2.703125,0.90625,0.84375,0.953125
0,0,duplex_direct,1,2938,0.078125,0.01718749999999998,3.046875,1.15625,0.8125,1.078125
0,0,duplex_direct,1,2939,0.09375,0.018749999999999958,3.75,1.46875,1.046875,1.234375
0,0,duplex_direct,1,2940,0.15625,0.08781250000000007,3.421875,1.359375,0.8125,1.25
0,0,duplex_direct,1,2941,0.1875,0.13093750000000007,2.828125,0.9375,0.796875,1.09375
0,0,duplex_direct,1,2942,0.125,0.06593750000000001,2.953125,1.046875,0.96875,0.9375
0,0,duplex_direct,1,2943,0.203125,0.13843750000000007,3.234375,1.0625,0.96875,1.203125
0,0,duplex_direct,1,2944,0.171875,0.11187500000000006,3.0,1.03125,0.84375,1.125
0,0,duplex_direct,1,2945,0.140625,0.07374999999999998,3.34375,1.140625,0.921875,1.28125
0,0,duplex_direct,1,2946,0.1875,0.1296875,2.890625,0.921875,0.921875,1.046875
0,0,duplex_direct,1,2947,0.21875,0.16500000000000006,2.6875,0.875,0.859375,0.953125
0,0,duplex_direct,1,2948,0.1875,0.11875,3.4375,1.296875,1.0625,1.078125
0,0,duplex_direct,1,2949,0.140625,0.07125000000000005,3.46875,1.28125,0.84375,1.34375
0,0,duplex_direct,1,2950,0.15625,0.09156249999999996,3.234375,1.0625,1.046875,1.125
0,0,duplex_direct,1,2951,0.1875,0.1259375,3.078125,1.046875,0.6875,1.34375
0,0,duplex_direct,1,2952,0.078125,0.014062499999999981,3.203125,1.203125,0.796875,1.203125
0,0,duplex_direct,1,2953,0.171875,0.10781250000000007,3.203125,1.046875,0.984375,1.171875
0,0,duplex_direct,1,2954,0.09375,0.02656249999999999,3.359375,1.296875,0.96875,1.09375
0,0,duplex_direct,1,2955,0.109375,0.045312499999999964,3.203125,1.140625,0.96875,1.09375
0,0,duplex_direct,1,2956,0.0625,-0.0025000000000000157,3.25,1.0,1.09375,1.15625
0,0,duplex_direct,1,2957,0.21875,0.14281250000000012,3.796875,1.46875,1.0625,1.265625
0,0,duplex_direct,1,2958,0.203125,0.14500000000000002,2.90625,1.015625,0.8125,1.078125
0,0,duplex_direct,1,2959,0.1875,0.1196875,3.390625,1.140625,0.859375,1.390625
0,0,duplex_direct,1,2960,0.203125,0.14500000000000002,2.90625,0.734375,1.03125,1.140625
0,0,duplex_direct,1,2961,0.203125,0.151875,2.5625,0.96875,0.625,0.96875
0,0,duplex_direct,1,2962,0.21875,0.15875000000000003,3.0,1.03125,0.828125,1.140625
0,0,duplex_direct,1,2963,0.125,0.060624999999999984,3.21875,1.203125,0.875,1.140625
0,0,duplex_direct,1,2964,0.15625,0.08656250000000001,3.484375,1.21875,1.046875,1.21875
0,0,duplex_direct,1,2965,0.25,0.18812500000000004,3.09375,1.09375,0.953125,1.046875
0,0,duplex_direct,1,2966,0.15625,0.09875000000000003,2.875,1.1875,0.8125,0.875
0,0,duplex_direct,1,2967,0.234375,0.17687500000000012,2.875,1.078125,0.703125,1.09375
0,0,duplex_direct,1,2968,0.203125,0.14031250000000015,3.140625,1.21875,0.90625,1.015625
0,0,duplex_direct,1,2969,0.140625,0.0840625,2.828125,0.921875,0.765625,1.140625
0,0,duplex_direct,1,2970,0.203125,0.13343750000000004,3.484375,1.359375,0.9375,1.1875
0,0,duplex_direct,1,2971,0.125,0.058749999999999955,3.3125,1.1875,0.765625,1.359375
0,0,duplex_direct,1,2972,0.1875,0.12218750000000003,3.265625,1.25,1.109375,0.90625
0,0,duplex_direct,1,2973,0.140625,0.075,3.28125,1.34375,0.71875,1.21875
0,0,duplex_direct,1,2974,0.34375,0.2843750000000001,2.96875,1.171875,0.90625,0.890625
0,0,duplex_direct,1,2975,0.15625,0.09625,3.0,0.875,1.0625,1.0625
0,0,duplex_direct,1,2976,0.140625,0.08499999999999999,2.78125,1.078125,0.8125,0.890625
0,0,duplex_direct,1,2977,0.140625,0.08062499999999999,3.0,1.3125,0.625,1.0625
0,0,duplex_direct,1,2978,0.15625,0.09312500000000001,3.15625,0.96875,0.890625,1.296875
0,0,duplex_direct,1,2979,0.234375,0.17250000000000004,3.09375,1.25,0.75,1.09375
0,0,duplex_direct,1,2980,0.15625,0.09062500000000001,3.28125,1.21875,0.84375,1.21875
0,0,duplex_direct,1,2981,0.203125,0.1415625,3.078125,1.015625,0.875,1.1875
0,0,duplex_direct,1,2982,0.1875,0.12531250000000002,3.109375,1.203125,0.65625,1.25
0,0,duplex_direct,1,2983,0.125,0.061249999999999985,3.1875,1.171875,0.734375,1.28125
0,0,duplex_direct,1,2984,0.15625,0.09343749999999998,3.140625,1.03125,0.859375,1.25
0,0,duplex_direct,1,2985,0.15625,0.10031250000000011,2.796875,1.03125,0.78125,0.984375
0,0,duplex_direct,1,2986,0.1875,0.12906250000000008,2.921875,1.078125,0.625,1.21875
0,0,duplex_direct,1,2987,0.078125,0.024062499999999997,2.703125,0.953125,0.765625,0.984375
0,0,duplex_direct,1,2988,0.078125,0.01781249999999998,3.015625,1.140625,0.859375,1.015625
0,0,duplex_direct,1,2989,0.15625,0.09968750000000007,2.828125,0.96875,0.78125,1.078125
0,0,duplex_direct,1,2990,0.21875,0.16312500000000002,2.78125,1.078125,0.734375,0.96875
0,0,duplex_direct,1,2991,0.234375,0.17750000000000007,2.84375,1.140625,0.703125,1.0
0,0,duplex_direct,1,2992,0.171875,0.11406250000000011,2.890625,0.875,0.796875,1.21875
0,0,duplex_direct,1,2993,0.21875,0.15187499999999998,3.34375,1.203125,0.890625,1.25
0,0,duplex_direct,1,2994,0.140625,0.08062500000000002,3.0,1.0,0.671875,1.328125
0,0,duplex_direct,1,2995,0.15625,0.0859375,3.515625,1.109375,0.875,1.53125
0,0,duplex_direct,1,2996,0.1875,0.12375000000000007,3.1875,1.203125,0.6875,1.296875
0,0,duplex_direct,1,2997,0.1875,0.13406250000000008,2.671875,0.765625,0.6875,1.21875
0,0,duplex_direct,1,2998,0.109375,0.04187499999999996,3.375,1.265625,0.703125,1.40625
0,0,duplex_direct,1,2999,0.203125,0.1346875,3.421875,1.34375,0.984375,1.09375
0,0,duplex_direct,1,3000,0.125,0.06281249999999995,3.109375,1.234375,0.703125,1.171875
0,0,duplex_direct,1,3001,0.140625,0.07968750000000001,3.046875,1.1875,0.765625,1.09375
0,0,duplex_direct,1,3002,0.140625,0.07499999999999998,3.28125,1.203125,1.109375,0.96875
0,0,duplex_direct,1,3003,0.3125,0.24968750000000015,3.140625,1.03125,0.984375,1.125
0,0,duplex_direct,1,3004,0.140625,0.07968749999999997,3.046875,0.9375,0.84375,1.265625
0,0,duplex_direct,1,3005,0.125,0.07062499999999997,2.71875,1.015625,0.65625,1.046875
0,0,duplex_direct,1,3006,0.15625,0.09031250000000003,3.296875,1.21875,0.78125,1.296875
0,0,duplex_direct,1,3007,0.15625,0.08750000000000002,3.4375,1.34375,0.90625,1.1875
0,0,duplex_direct,1,3008,0.203125,0.14187499999999997,3.0625,1.203125,0.734375,1.125
0,0,duplex_direct,1,3009,0.234375,0.1609375000000001,3.671875,1.328125,0.90625,1.4375
0,0,duplex_direct,1,3010,0.140625,0.07281249999999996,3.390625,1.296875,1.078125,1.015625
0,0,duplex_direct,1,3011,0.15625,0.09031250000000003,3.296875,1.046875,1.03125,1.21875
0,0,duplex_direct,1,3012,0.15625,0.09812500000000003,2.90625,1.1875,0.75,0.96875
0,0,duplex_direct,1,3013,0.125,0.06781249999999997,2.859375,1.0625,0.8125,0.984375
0,0,duplex_direct,1,3014,0.1875,0.11843750000000003,3.453125,1.296875,0.859375,1.296875
0,0,duplex_direct,1,3015,0.09375,0.0215625,3.609375,1.375,0.984375,1.25
0,0,duplex_direct,1,3016,0.171875,0.10937500000000007,3.125,1.171875,0.921875,1.03125
0,0,duplex_direct,1,3017,0.09375,0.022187499999999975,3.578125,1.390625,1.046875,1.140625
0,0,duplex_direct,1,3018,0.03125,-0.031562500000000014,3.140625,1.375,0.8125,0.953125
0,0,duplex_direct,1,3019,0.203125,0.13750000000000004,3.28125,1.4375,0.984375,0.859375
0,0,duplex_direct,1,3020,0.234375,0.16625000000000012,3.40625,1.390625,0.890625,1.125
0,0,duplex_direct,1,3021,0.25,0.19125,2.9375,1.34375,0.6875,0.90625
0,0,duplex_direct,1,3022,0.265625,0.20875000000000013,2.84375,1.203125,0.875,0.765625
0,0,duplex_direct,1,3023,0.234375,0.17906250000000007,2.765625,1.1875,0.796875,0.78125
0,0,duplex_direct,1,3024,0.1875,0.1221875,3.265625,1.171875,1.09375,1.0
0,0,duplex_direct,1,3025,0.125,0.056874999999999995,3.40625,1.453125,0.921875,1.03125
0,0,duplex_direct,1,3026,0.1875,0.13531250000000006,2.609375,1.046875,0.796875,0.765625
0,0,duplex_direct,1,3027,0.171875,0.12156250000000002,2.515625,1.015625,0.84375,0.65625
0,0,duplex_direct,1,3028,0.21875,0.15468750000000003,3.203125,1.0625,1.140625,1.0
0,0,duplex_direct,1,3029,0.15625,0.08656249999999999,3.484375,1.25,1.03125,1.203125
0,0,duplex_direct,1,3030,0.1875,0.11906250000000007,3.421875,1.265625,1.0,1.15625
0,0,duplex_direct,1,3031,0.171875,0.11125000000000006,3.03125,1.171875,0.828125,1.03125
0,0,duplex_direct,1,3032,0.203125,0.12968750000000023,3.671875,1.53125,1.03125,1.109375
0,0,duplex_direct,1,3033,0.1875,0.12156250000000005,3.296875,1.234375,0.984375,1.078125
0,0,duplex_direct,1,3034,0.125,0.057812499999999996,3.359375,1.25,0.9375,1.171875
0,0,duplex_direct,1,3035,0.140625,0.07437499999999997,3.3125,1.296875,0.921875,1.09375
0,0,duplex_direct,1,3036,0.15625,0.08625000000000005,3.5,1.328125,0.890625,1.28125
0,0,duplex_direct,1,3037,0.15625,0.09468750000000002,3.078125,1.1875,0.875,1.015625
0,0,duplex_direct,1,3038,0.125,0.05812499999999995,3.34375,1.4375,0.90625,1.0
0,0,duplex_direct,1,3039,0.140625,0.07562500000000007,3.25,1.28125,0.953125,1.015625
0,0,duplex_direct,1,3040,0.109375,0.05843749999999996,2.546875,1.046875,0.890625,0.609375
0,0,duplex_direct,1,3041,0.203125,0.1409375,3.109375,1.296875,0.828125,0.984375
0,0,duplex_direct,1,3042,0.140625,0.07718749999999999,3.171875,1.484375,1.0,0.6875
0,0,duplex_direct,1,3043,0.1875,0.11750000000000006,3.5,1.359375,1.0625,1.078125
0,0,duplex_direct,1,3044,0.140625,0.07937499999999997,3.0625,1.34375,0.796875,0.921875
0,0,duplex_direct,1,3045,0.109375,0.048124999999999994,3.0625,1.234375,0.859375,0.96875
0,0,duplex_direct,1,3046,0.15625,0.08718750000000004,3.453125,1.3125,1.03125,1.109375
0,0,duplex_direct,1,3047,0.109375,0.060312500000000026,2.453125,0.796875,1.0,0.65625
0,0,duplex_direct,1,3048,0.1875,0.12093750000000003,3.328125,1.375,1.015625,0.9375
0,0,duplex_direct,1,3049,0.171875,0.1059375,3.296875,1.46875,1.046875,0.78125
0,0,duplex_direct,1,3050,0.140625,0.08531249999999999,2.765625,1.0625,0.953125,0.75
0,0,duplex_direct,1,3051,0.09375,0.04031249999999997,2.671875,0.84375,1.09375,0.734375
0,0,duplex_direct,1,3052,0.140625,0.07968750000000002,3.046875,1.09375,0.9375,1.015625
0,0,duplex_direct,1,3053,0.15625,0.09062500000000001,3.28125,1.40625,1.015625,0.859375
0,0,duplex_direct,1,3054,0.25,0.1943750000000001,2.78125,1.140625,1.0625,0.578125
0,0,duplex_direct,1,3055,0.21875,0.15375000000000005,3.25,1.328125,1.125,0.796875
0,0,duplex_direct,1,3056,0.15625,0.09781250000000005,2.921875,1.171875,0.890625,0.859375
0,0,duplex_direct,1,3057,0.140625,0.08124999999999998,2.96875,1.234375,1.0,0.734375
0,0,duplex_direct,1,3058,0.203125,0.14843750000000003,2.734375,1.1875,0.8125,0.734375
0,0,duplex_direct,1,3059,0.234375,0.16187500000000007,3.625,1.40625,1.078125,1.140625
0,0,duplex_direct,1,3060,0.125,0.062187500000000034,3.140625,1.3125,1.03125,0.796875
0,0,duplex_direct,1,3061,0.09375,0.030937499999999993,3.140625,1.265625,0.953125,0.921875
0,0,duplex_direct,1,3062,0.09375,0.029999999999999964,3.1875,1.25,1.078125,0.859375
0,0,duplex_direct,1,3063,0.234375,0.17281250000000006,3.078125,1.078125,1.203125,0.796875
0,0,duplex_direct,1,3064,0.15625,0.1009375,2.765625,1.125,0.890625,0.75
0,0,duplex_direct,1,3065,0.234375,0.16687500000000016,3.375,1.421875,1.046875,0.90625
0,0,duplex_direct,1,3066,0.1875,0.12531250000000005,3.109375,1.140625,1.0625,0.90625
0,0,duplex_direct,1,3067,0.171875,0.110625,3.0625,1.1875,0.9375,0.9375
0,0,duplex_direct,1,3068,0.125,0.071875,2.65625,1.125,0.796875,0.734375
0,0,duplex_direct,1,3069,0.296875,0.24593750000000006,2.546875,1.0,0.875,0.671875
0,0,duplex_direct,1,3070,0.140625,0.07625000000000005,3.21875,1.28125,0.953125,0.984375
0,0,duplex_direct,1,3071,0.21875,0.1531250000000001,3.28125,1.15625,1.09375,1.03125
0,0,duplex_direct,1,3072,0.203125,0.14156250000000012,3.078125,1.21875,0.90625,0.953125
0,0,duplex_direct,1,3073,0.171875,0.11156250000000002,3.015625,1.09375,0.96875,0.953125
0,0,duplex_direct,1,3074,0.109375,0.046874999999999965,3.125,1.265625,0.96875,0.890625
0,0,duplex_direct,1,3075,0.125,0.06437499999999997,3.03125,1.234375,0.96875,0.828125
0,0,duplex_direct,1,3076,0.1875,0.13750000000000004,2.5,1.125,0.65625,0.71875
0,0,duplex_direct,1,3077,0.171875,0.11250000000000003,2.96875,1.1875,0.96875,0.8125
0,0,duplex_direct,1,3078,0.09375,0.02843749999999999,3.265625,1.390625,0.890625,0.984375
0,0,duplex_direct,1,3079,0.203125,0.12750000000000009,3.78125,1.75,0.96875,1.0625
0,0,duplex_direct,1,3080,0.140625,0.07500000000000005,3.28125,1.484375,0.84375,0.953125
0,0,duplex_direct,1,3081,0.140625,0.07874999999999999,3.09375,1.1875,0.90625,1.0
0,0,duplex_direct,1,3082,0.21875,0.15937500000000002,2.96875,1.1875,0.875,0.90625
0,0,duplex_direct,1,3083,0.234375,0.16093750000000015,3.671875,1.734375,0.984375,0.953125
0,0,duplex_direct,1,3084,0.1875,0.1278125000000001,2.984375,1.3125,1.015625,0.65625
0,0,duplex_direct,1,3085,0.25,0.19156250000000016,2.921875,1.25,0.828125,0.84375
0,0,duplex_direct,1,3086,0.140625,0.06875000000000003,3.59375,1.359375,1.0,1.234375
0,0,duplex_direct,1,3087,0.15625,0.099375,2.84375,0.984375,1.09375,0.765625
0,0,duplex_direct,1,3088,0.203125,0.14343750000000005,2.984375,1.328125,0.796875,0.859375
0,0,duplex_direct,1,3089,0.21875,0.1500000000000001,3.4375,1.59375,1.015625,0.828125
0,0,duplex_direct,1,3090,0.234375,0.18562500000000015,2.4375,0.90625,0.9375,0.59375
0,0,duplex_direct,1,3091,0.15625,0.09468750000000006,3.078125,1.53125,0.90625,0.640625
0,0,duplex_direct,1,3092,0.125,0.06500000000000004,3.0,1.1875,1.046875,0.765625
0,0,duplex_direct,1,3093,0.125,0.06437499999999999,3.03125,1.25,0.890625,0.890625
0,0,duplex_direct,1,3094,0.109375,0.04843749999999999,3.046875,1.296875,0.796875,0.953125
0,0,duplex_direct,1,3095,0.25,0.19500000000000017,2.75,1.09375,1.09375,0.5625
0,0,duplex_direct,1,3096,0.1875,0.12781250000000002,2.984375,1.328125,0.765625,0.890625
0,0,duplex_direct,1,3097,0.1875,0.12156250000000009,3.296875,1.625,1.0,0.671875
0,0,duplex_direct,1,3098,0.140625,0.05999999999999999,4.03125,1.65625,1.296875,1.078125
0,0,duplex_direct,1,3099,0.0625,-0.001250000000000013,3.1875,1.296875,1.078125,0.8125
0,0,duplex_direct,1,3100,0.15625,0.10312500000000006,2.65625,1.078125,0.71875,0.859375
0,0,duplex_direct,1,3101,0.21875,0.16031250000000005,2.921875,1.234375,1.046875,0.640625
0,0,duplex_direct,1,3102,0.296875,0.23125000000000004,3.28125,1.375,1.0625,0.84375
0,0,duplex_direct,1,3103,0.1875,0.12875000000000003,2.9375,1.21875,1.03125,0.6875
0,0,duplex_direct,1,3104,0.0625,-0.002812500000000016,3.265625,1.421875,1.015625,0.828125
0,0,duplex_direct,1,3105,0.15625,0.09375000000000001,3.125,1.40625,0.90625,0.8125
0,0,duplex_direct,1,3106,0.171875,0.1165625000000001,2.765625,0.96875,1.109375,0.6875
0,0,duplex_direct,1,3107,0.140625,0.07406249999999998,3.328125,1.453125,1.0,0.875
0,0,duplex_direct,1,3108,0.1875,0.11781250000000001,3.484375,1.6875,0.96875,0.828125
0,0,duplex_direct,1,3109,0.15625,0.09750000000000009,2.9375,1.171875,1.0625,0.703125
0,0,duplex_direct,1,3110,0.140625,0.08218749999999998,2.921875,1.0,1.046875,0.875
